movieId,title,actors,director,keyWords,similarMovies,watchProviders
93840,"Cabin in the Woods, The (2012)","Kristen Connolly, Fran Kranz, Jesse Williams, Anna Hutchison, Chris Hemsworth",Drew Goddard,"cabin, giant snake, school party, motorcycle crash, abandoned house","The Cave, Ali G Indahouse, Thesis, Species, Anaconda","Max, Max Amazon Channel, HBO Max, DIRECTV"
93855,God Bless America (2011),"Joel Murray, Tara Lynne Barr, Alexie Gilmore, Mackenzie Brooke Smith, Travis Wester",Bobcat Goldthwait,"mass murder, pop culture, social commentary, killing spree, duringcreditsstinger","Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, Daredevil",Hoopla
93980,"Three Stooges, The (2012)","Sean Hayes, Will Sasso, Chris Diamantopoulos, Jane Lynch, Sofía Vergara",Bobby Farrelly,duringcreditsstinger,"Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, Daredevil","FlixFling, IndieFlix"
93982,"Raven, The (2012)","John Cusack, Luke Evans, Alice Eve, Brendan Gleeson, Kevin McNally",James McTeigue,"poison, blackmail, masked ball, baltimore, usa, historical figure","Just Cause, The Longest Yard, Hudson Hawk, Thesis, Kiss the Girls","Amazon Prime Video, Hulu, DIRECTV"
94011,"Big Bang, The (2011)","Antonio Banderas, Thomas Kretschmann, Sienna Guillory, William Fichtner, Delroy Lindo",Tony Krantz,"diamond, strip club, speed of light, private investigator, handcuffed","The Four Feathers, Broken Arrow, 11:14, The Last Boy Scout, Glass Chin","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, History Vault, Starz Amazon Channel"
94015,Mirror Mirror (2012),"Lily Collins, Julia Roberts, Armie Hammer, Nathan Lane, Martin Klebba",Tarsem Singh,"attempted murder, fairy tale, black magic, villainess, insecurity","Tales from the Crypt: Demon Knight, Snow White: A Tale of Terror, The Craft, Death to Smoochy, Hickey","Max, HBO Max, Max Amazon Channel, Hoopla, DIRECTV"
94018,Battleship (2012),"Taylor Kitsch, Tadanobu Asano, Rihanna, Brooklyn Decker, Gregory D. Gadson",Peter Berg,"fight, u.s. navy, mind reading, hong kong, football (soccer)","1:1 Thierry Henry, Police Story, Down Periscope, The Avengers, The Scorpion King","Netflix, Sling TV Orange and Blue, Netflix basic with Ads"
94070,"Best Exotic Marigold Hotel, The (2011)","Bill Nighy, Maggie Smith, Tom Wilkinson, Judi Dench, Dev Patel",John Madden,"holiday, hotel, based on novel or book, asia, operation","The Family Stone, Just Cause, Love Story, Little Man, The Sword in the Stone",
94122,Comic-Con Episode IV: A Fan's Hope (2011),"Frank Miller, Seth Rogen, Eli Roth, Kenneth Branagh, Paul Scheer",Morgan Spurlock,"pop culture, comic book, fan culture, cosplay, fan convention","Supercon, Chasing Amy, Jay and Silent Bob Strike Back, Plastic Galaxy: The Story of Star Wars Toys, Geek, and You Shall Find",
94150,Hysteria (2011),"Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce, Felicity Jones, Rupert Everett",Tanya Wexler,"london, england, hysteria, trial, hospital, doctor","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Medicine Man, Death to Smoochy, John Tucker Must Die",
94160,Dante's Inferno: An Animated Epic (2010),"Mark Hamill, Kevin Michael Richardson, Graham McTavish, Victoria Tennant, Vanessa Branch",Victor Cook,"crusade, adult animation","South Park: Bigger, Longer & Uncut, Persepolis, Ivanhoe, The Mighty Crusaders, American Pop",Hoopla
94262,"Atomic Submarine, The (1959)","Arthur Franz, Dick Foran, Brett Halsey, Tom Conway, Paul Dubov",Spencer Gordon Bennet,"submarine, monster, spacecraft, flying saucer, arctic polar circle region","Mary Reilly, Down Periscope, The Faculty, Monster House, Mortal Kombat","AMC+ Amazon Channel, Criterion Channel, FlixFling, Cultpix"
94266,"Five-Year Engagement, The (2012)","Jason Segel, Emily Blunt, Rhys Ifans, Chris Pratt, Alison Brie",Nicholas Stoller,"san francisco, california, restaurant, chase, offer, engagement","10, Police Story, The Man, The Four Feathers, 11:14","Netflix, Netflix basic with Ads"
94323,Think Like a Man (2012),"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart",Tim Story,"advice, love, relationship, duringcreditsstinger, turning the tables","10, Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story",
94325,"Lucky One, The (2012)","Zac Efron, Taylor Schilling, Blythe Danner, Jay R. Ferguson, Riley Thomas Stewart",Scott Hicks,"based on novel or book, husband wife relationship, iraq war veteran, photo, kennel","Just Cause, Love Story, The Sword in the Stone, Jingle All the Way, Nineteen Eighty-Four",
94405,Safe (2012),"Jason Statham, Chris Sarandon, James Hong, Catherine Chan, Robert John Burke",Boaz Yakin,"new york city, triad, corrupt politician","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, Donnie Brasco, The Corruptor, Scent of a Woman",DIRECTV
94478,Dark Shadows (2012),"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green, Jackie Earle Haley",Tim Burton,"witch, imprisonment, vampire, curse, fish out of water","The Sword in the Stone, The Craft, Mortal Kombat, The Last of the Mohicans, Thir13en Ghosts",
94494,96 Minutes (2011) ,"Brittany Snow, Christian Serratos, David Oyelowo, Evan Ross, Anna Enger Ritch",Aimee Lagos,woman director,"The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, Look Who's Talking Too",
94503,"Decoy Bride, The (2011)","Kelly Macdonald, David Tennant, Alice Eve, Michael Urie, Federico Castelluccio",Sheree Folkson,"scotland, island, paparazzi, decoy, wedding","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, Mortal Kombat","AMC+ Amazon Channel, AMC+ Roku Premium Channel, AMC+, DIRECTV"
94661,Rocket Singh: Salesman of the Year (2009),"Ranbir Kapoor, Sumeet Darshan Dobhal, Gauahar Khan, Shazahn Padamsee, Prem Chopra",Shimit Amin,"ambition, business, india, struggling career","The Jungle Book, Election, Chariots of Fire, American Gangster, Veer-Zaara",Amazon Prime Video
94677,"Dictator, The (2012)","Sacha Baron Cohen, Ben Kingsley, Anna Faris, Jason Mantzoukas, Sayed Badreya",Larry Charles,"dictator, culture clash, petrol, coup d'etat, uncle","Hot Shots! Part Deux, Eraser, Hudson Hawk, Ali G Indahouse, The Man in the Iron Mask","Netflix, Hoopla, Netflix basic with Ads"
94735,Walking with Monsters (2005),Kenneth Branagh,Tim Haines,,,
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson",Barry Sonnenfeld,"time travel, time machine, based on comic, alien, buddy cop","Confidential Assignment, Tales from the Crypt: Demon Knight, The Man, The Faculty, The Stronghold","Max, HBO Max, Max Amazon Channel"
94780,Snow White and the Huntsman (2012),"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Ian McShane",Rupert Sanders,"queen, magic, imprisonment, fairy tale, immortality","The Sword in the Stone, Snow White: A Tale of Terror, The Craft, Eraser, The Good Son",
94799,Sound of My Voice (2011),"Brit Marling, Christopher Denham, Nicole Vicius, Davenia McFadden, Kandice Stroh",Zal Batmanglij,"journalist, manipulation, hidden camera, teacher, school","S.W.A.T., The Good Son, The Faculty, High School High, The Last Boy Scout",
94810,Eva (2011),"Daniel Brühl, Marta Etura, Alberto Ammann, Claudia Vega, Anne Canovas",Kike Maíllo,"android, robot, robotics, future earth, human android relationship","Runaway, Lost in Space, Short Circuit, Westworld, Bicentennial Man",
94833,"Pirates! Band of Misfits, The (2012)","Martin Freeman, Hugh Grant, Imelda Staunton, David Tennant, Jeremy Piven",Peter Lord,"sea, ship, rivalry, stop motion, pirate","Harlem Nights, Blue Crush, Death to Smoochy, The Nutty Professor, Maverick",
94864,Prometheus (2012),"Noomi Rapace, Michael Fassbender, Logan Marshall-Green, Charlize Theron, Idris Elba",Ridley Scott,"android, space, alien, creature, spin off","The Cave, The Faculty, The Scorpion King, Species, Anaconda",Hulu
94867,"Pact, The (2012)","Caity Lotz, Casper Van Dien, Agnes Bruckner, Haley Hudson, Dakota Bright",Nicholas McCarthy,"haunting, childhood home, death of mother, mourning","What Lies Beneath, Forrest Gump, Scary Movie 4, Skyfire, The Darkness","AMC+ Amazon Channel, AMC+, DIRECTV"
94896,Bernie (2011),"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman, Tommy G. Kendrick",Richard Linklater,"texas, carthage, based on true story, dark comedy, stockbroker","Living in Oblivion, Death to Smoochy, The Longest Day, The Nutty Professor, Donnie Brasco","fuboTV, Hoopla"
94919,Inhale (2010),"Dermot Mulroney, Diane Kruger, Sam Shepard, Rosanna Arquette, Mia Stallard",Baltasar Kormákur,"mexico, daughter, assault, money, doctor","10, Young Guns II, Medicine Man, Phenomenon, Transporter 2","AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV"
94931,Take This Waltz (2011),"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman, Aaron Abrams",Sarah Polley,"adultery, husband wife relationship, toronto, canada, dilemma, relationship","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Jingle All the Way, John Tucker Must Die, Microcosmos","fuboTV, Max, HBO Max, Max Amazon Channel, Hoopla, DIRECTV, realeyz, Magnolia Selects"
94953,Wanderlust (2012),"Jennifer Aniston, Malin Åkerman, Lauren Ambrose, Paul Rudd, Justin Theroux",David Wain,"hippie, commune, nudism, nude protest, aftercreditsstinger","Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, Woodstock, DodgeBall: A True Underdog Story",
94959,Moonrise Kingdom (2012),"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray",Wes Anderson,"camping, hurricane, pen pals, coming of age, camp","Death to Smoochy, Beautiful Girls, The Nutty Professor, Risky Business, Ferris Bueller's Day Off",Amazon Prime Video
94985,Get the Gringo (2012),"Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho, Peter Stormare, Jesús Ochoa",Adrian Grünberg,"prison, mexico, vacation, prison escape","10, Young Guns II, The Longest Yard, Nacho Libre, Desperate Measures",Amazon Prime Video
95004,Superman/Doomsday (2007) ,"Adam Baldwin, Anne Heche, James Marsters, John DiMaggio, Swoosie Kurtz",Lauren Montgomery,"superhero, based on comic, super power, death, doomsday","Tales from the Crypt: Demon Knight, The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Final Destination 3, John Tucker Must Die","Max, Max Amazon Channel, HBO Max"
95067,"Thousand Words, A (2012)","Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney",Brian Robbins,"liar, literary agent","Closer, Mr. Deeds, Beat the Devil, My Salinger Year, Confessions of a Shopaholic","Max, Max Amazon Channel, HBO Max, DIRECTV, Cinemax Amazon Channel"
95088,Safety Not Guaranteed (2012),"Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni, Jenica Bergere",Colin Trevorrow,"time travel, mumblecore","The Stronghold, Click, The Time Machine, The Time Machine, Lost in Space",
95105,Madagascar 3: Europe's Most Wanted (2012),"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Frances McDormand",Conrad Vernon,"circus, lion, zoo, hippopotamus, giraffe","Ace Ventura: When Nature Calls, Beautiful Girls, Asterix Conquers America, The Twelve Tasks of Asterix, Surf's Up","Amazon Prime Video, Sling TV Orange and Blue"
95135,Your Sister's Sister (2011),"Emily Blunt, Rosemarie DeWitt, Mark Duplass, Michael Harring, Mike Birbiglia",Lynn Shelton,"sibling relationship, loss of loved one, island, cabin, romance","10, The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, 11:14, John Tucker Must Die","AMC Plus Apple TV Channel , AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV"
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),"Masako Nozawa, Hiromi Tsuru, Naoki Tatsuta, Naoko Watanabe, Toru Furuya",Daisuke Nishio,"martial arts, gi, greed, friendship, alien","Police Story, The Faculty, Beautiful Girls, Mortal Kombat, Ong Bak: Muay Thai Warrior",Funimation Now
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),"Masako Nozawa, Mayumi Tanaka, Nachi Nozawa, Hiromi Tsuru, Toru Furuya",Daisuke Nishio,"martial arts, gi, vampire, friendship, thief","Police Story, Beautiful Girls, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers",Funimation Now
95149,Superman/Batman: Public Enemies (2009),"Kevin Conroy, Tim Daly, Clancy Brown, LeVar Burton, Xander Berkeley",Sam Liu,"superhero, deception, murder, super power, superhuman strength","Tristan & Isolde, Police Story, The Element of Crime, The Four Feathers, Eraser","Max, HBO Max, Max Amazon Channel"
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),"Masako Nozawa, Hiromi Tsuru, Mayumi Tanaka, Kōhei Miyauchi, Hirotaka Suzuoki",Kazuhisa Takenouchi,"martial arts, assassin, tournament, anime, ressurection","Police Story, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Last Boy Scout, The Avengers",Funimation Now
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Hiromi Tsuru, Kōhei Miyauchi",Daisuke Nishio,"martial arts, wish, mad scientist, snow, dragon","Police Story, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers, Transporter 2",Funimation Now
95167,Brave (2012),"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane",Brenda Chapman,"scotland, rebel, bravery, kingdom, archer","The Brady Bunch Movie, The Sword in the Stone, To Wong Foo, Thanks for Everything! Julie Newmar, The Four Feathers, John Tucker Must Die",Disney Plus
95170,Beauty and the Beast: The Enchanted Christmas (1997),"Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers, Bernadette Peters",Andrew Knight,"fairy tale, christmas","The Family Stone, Snow White: A Tale of Terror, Jingle All the Way, Glass Chin, EverAfter",Disney Plus
95175,Front of the Class (2008),"James Wolk, Treat Williams, Dominic Scott Kay, Sarah Drew, Kathleen York",Peter Werner,,,"Hoopla, DIRECTV, Hallmark Movies Now Amazon Channel"
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Hirotaka Suzuoki, Naoko Watanabe",Daisuke Nishio,"martial arts, tree, dragon, doppelgänger, space pirate","Police Story, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers, Transporter 2",Funimation Now
95193,Pocahontas II: Journey to a New World (1998) ,"Billy Zane, Irene Bedard, Jim Cummings, David Ogden Stiers, Linda Hunt",Bradley Raymond,"sequel, native american, 17th century","Young Guns II, The Man in the Iron Mask, Mad Max Beyond Thunderdome, Maverick, The Last of the Mohicans",Disney Plus
95199,What to Expect When You're Expecting (2012),"Jennifer Lopez, Chace Crawford, Anna Kendrick, Cameron Diaz, Elizabeth Banks",Kirk Jones,"dancer, based on novel or book, photographer, adoption, married couple","Just Cause, Love Story, Living in Oblivion, Little Man, The Sword in the Stone","Amazon Prime Video, fuboTV, Hulu"
95201,To Rome with Love (2012),"Woody Allen, Roberto Benigni, Penélope Cruz, Alec Baldwin, Judy Davis",Woody Allen,"rome, italy, anthology, expatriate, episodic","Hudson Hawk, Asterix Conquers America, The Twelve Tasks of Asterix, The Way of the Dragon, Paris Je T'aime",
95207,Abraham Lincoln: Vampire Hunter (2012),"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead, Rufus Sewell",Timur Bekmambetov,"usa president, vampire, steam locomotive, american civil war, 19th century","The American President, Mary Reilly, American Dreamz, Clear and Present Danger, In the Line of Fire",Hulu
95218,First Position (2011),"Aran Bell, Rebecca Houseknecht, Joan Sebastian Zamora, Miko Fogarty, Jules Jarvis Fogarty",Bess Kargman,"dancer, ballet, duringcreditsstinger, woman director","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Death to Smoochy, John Tucker Must Die, Microcosmos","AMC Plus Apple TV Channel , AMC+ Amazon Channel, DIRECTV"
95307,Rock of Ages (2012),"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin, Russell Brand",Adam Shankman,"rock star, musical, rocker, hollywood, young love","The Craft, The Faculty, American Dreamz, The Jungle Book, Ferris Bueller's Day Off",
95309,Seeking a Friend for the End of the World (2012),"Steve Carell, Keira Knightley, Connie Britton, Rob Corddry, Adam Brody",Lorene Scafaria,"asteroid, road trip, end of the world, woman director","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, Look Who's Talking Too",
95311,Presto (2008),Doug Sweetland,Doug Sweetland,"stage, banjo, magic, bunny, rabbi","The Sword in the Stone, The Craft, Hot Shots! Part Deux, Mortal Kombat, The Scorpion King",Disney Plus
95313,Jack-Jack Attack (2005),"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",Brad Bird,"fire, baby, hero, babysitter, transformation","Little Man, The Sword in the Stone, The Avengers, The Mask of Zorro, Species",Disney Plus
95441,Ted (2012),"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale, Giovanni Ribisi",Seth MacFarlane,"dream, friendship, love, buddy, teddy bear","10, Waking Life, Beautiful Girls, The Last Boy Scout, Le Divorce","Netflix, Netflix basic with Ads"
95449,Magic Mike (2012),"Channing Tatum, Matthew McConaughey, Alex Pettyfer, Cody Horn, Olivia Munn",Steven Soderbergh,"florida, seduction, strip club, based on true story, male stripper","Just Cause, The Longest Day, The Last Boy Scout, Donnie Brasco, Playground","Netflix, Max, HBO Max, Max Amazon Channel, Netflix basic with Ads"
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Ryou Horikawa, Kōhei Miyauchi",Daisuke Nishio,"martial arts, alien, based on manga, martial artist, super power","Police Story, The Faculty, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers",Funimation Now
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Naoki Tatsuta, Naoko Watanabe",Mitsuo Hashimoto,"martial arts, alien, based on manga, anime","Police Story, The Faculty, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers",
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),"Masako Nozawa, Ryou Horikawa, Takeshi Kusao, Toshio Furukawa, Mayumi Tanaka",Daisuke Nishio,"fusion, anime, synthetic android","Seven Days War, Howl's Moving Castle, Paprika, Fireworks, Hello World",Funimation Now
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),"Bin Shimada, Masako Nozawa, Ryou Horikawa, Iemasa Kayumi, Takeshi Kusao",Shigeyasu Yamauchi,"martial arts, superhero, based on manga, martial artist, super villain","Police Story, Jingle All the Way, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers",
95508,Cleanskin (2012),"Sean Bean, Abhin Galeya, Charlotte Rampling, Peter Polycarpou, Tuppence Middleton",Hadi Hajaig,,,Amazon Prime Video
95510,"Amazing Spider-Man, The (2012)","Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Martin Sheen",Marc Webb,"loss of loved one, experiment, vigilante, superhero, based on comic","Tales from the Crypt: Demon Knight, Death to Smoochy, John Tucker Must Die, Flightplan, The Avengers","Disney Plus, fuboTV, DIRECTV"
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),"Masako Nozawa, Daisuke Gôri, Tessyo Genda, Toshio Furukawa, Mayumi Tanaka",Yoshihiro Ueda,"martial arts tournament, space pirate, anime","Enter the Dragon, Seven Days War, Howl's Moving Castle, Paprika, Fireworks",
95543,Ice Age 4: Continental Drift (2012),"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck",Steve Martino,"sequel, seal (animal), prehistoric times, melting ice, floating ice","Young Guns II, Mad Max Beyond Thunderdome, Asterix Conquers America, The Twelve Tasks of Asterix, Surf's Up","Disney Plus, Hulu"
95558,Beasts of the Southern Wild (2012),"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Gina Montana, Lowell Landes",Benh Zeitlin,"refugee camp, explosive, hurricane, flooding, global warming","Love Story, Sudden Death, The Whale, Los Oriyinales, The Specialist",
95583,Savages (2012),"Taylor Kitsch, Blake Lively, Aaron Taylor-Johnson, John Travolta, Salma Hayek",Oliver Stone,"explosive, widow, american abroad, eye gouging, dea agent","The Cave, Sudden Death, The Four Feathers, Eraser, Thesis","Netflix, Netflix basic with Ads"
95624,"Firm, The (2009)","Paul Anderson, Calum MacNab, Daniel Mays, Doug Allen, Joe Jackson",Nick Love,"bullying, hooligan, football (soccer), based on movie","1:1 Thierry Henry, Playground, Laxmii, Forrest Gump, Land of Storms",
95633,Spirit Camp (2009),"Roxy Vandiver, Julin Jean, Brandon Smith, Megan Moser, Amy Morris",Kerry Beyer,"cheerleader, slasher, camp counselor","Hollow Man, DodgeBall: A True Underdog Story, Amsterdamned, American Beauty, Scare Zone",
95654,Geri's Game (1997),Bob Peterson,Jan Pinkava,"chess, eyeglasses, park, false teeth, dentures","Europa, Uncle Thomas: Accounting for the Days, The Man Who Walked Between the Towers, Toy Story That Time Forgot, And So It Goes",Disney Plus
95690,Some Guy Who Kills People (2011),"Kevin Corrigan, Barry Bostwick, Karen Black, Leo Fitzpatrick, Ariel Gade",Jack Perez,"small town girl, town cook","Spanglish, Under Siege, Ratatouille, Stuck on You, No Reservations",
95720,"Watch, The (2012)","Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade, Rosemarie DeWitt",Akiva Schaffer,"sterility, castration, marriage, friendship, alien","10, The Faculty, Beautiful Girls, Final Destination 3, Species",Hulu
95744,2 Days in New York (2012),"Julie Delpy, Chris Rock, Albert Delpy, Kate Burton, Dylan Baker",Julie Delpy,"new york city, photographer, photo exhibition, rudeness, photo exhibit","1:1 Thierry Henry, The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos","Amazon Prime Video, fuboTV, Hulu, Hoopla"
95761,Killer Joe (2011),"Matthew McConaughey, Emile Hirsch, Thomas Haden Church, Gina Gershon, Juno Temple",William Friedkin,"trailer park, gun, texas, deal, psychopath","The Cave, The Four Feathers, Eraser, The Good Son, The Faculty",
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),"Masako Nozawa, Mayumi Tanaka, Takeshi Kusao, Yuko Minaguchi, Junko Shimakata",Shigeyasu Yamauchi,"martial arts, martial artist, anime, villian","Police Story, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers, Transporter 2",
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),"Masako Nozawa, Takeshi Kusao, Daisuke Gôri, Mayumi Tanaka, Miki Ito",Yoshihiro Ueda,"martial arts, cloning, based on manga, scientist, anime","Police Story, Multiplicity, Mortal Kombat, Ong Bak: Muay Thai Warrior, The Avengers",
95796,Anaconda: The Offspring (2008),"John Rhys-Davies, Crystal Allen, David Hasselhoff, Ryan McCluskey, Mihaela Elena Oros",Don E. FauntLeRoy,"predator, snake, expedition, human vs nature, mercenary","The Cave, Clear and Present Danger, The Core, Species, Anaconda",
95839,"Christmas Carol, A (1999)","Patrick Stewart, Richard E. Grant, Joel Grey, Ian McNeice, Saskia Reeves",David Hugh Jones,"holiday, london, england, based on novel or book, victorian england, miser","The Family Stone, Just Cause, Love Story, The Sword in the Stone, Mary Reilly",
95843,Goodbye Charlie (1964),"Tony Curtis, Debbie Reynolds, Pat Boone, Joanna Barnes, Ellen Burstyn",Vincente Minnelli,transformation,"The Sword in the Stone, Species, The Fly, Stardust, Slither",
95858,For the Birds (2000),Ralph Eggleston,Ralph Eggleston,"clique, awkward appearance, short film","Uncle Thomas: Accounting for the Days, Heathers, Winged Seduction: Birds of Paradise, The Man Who Walked Between the Towers, Toy Story That Time Forgot",Disney Plus
95873,Ruby Sparks (2012),"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening, Antonio Banderas",Jonathan Dayton,"dream, imaginary friend, therapy, novelist, magic realism","The Brady Bunch Movie, Waking Life, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos",
95875,Total Recall (2012),"Colin Farrell, Jessica Biel, Kate Beckinsale, Ethan Hawke, Bill Nighy",Len Wiseman,"secret agent, dystopia, remake, machine gun, resistance fighter","Hot Shots! Part Deux, Welcome to Collinwood, The Longest Yard, The Man in the Iron Mask, Nineteen Eighty-Four",
95939,"Angels' Share, The (2012)","Paul Brannigan, Siobhan Reilly, John Henshaw, Gary Maitland, William Ruane",Ken Loach,"scotland, whiskey, community service","Chariots of Fire, Lassie Come Home, Dark Sense, Dear Frankie, Let Us Prey",
95949,"Immature, The (Immaturi) (2011)","Raoul Bova, Barbora Bobuľová, Ambra Angiolini, Luca Bizzarri, Paolo Kessisoglu",Paolo Genovese,"high school graduation, high school friends, high school reunion","Seven Days War, Grosse Pointe Blank, Say Anything..., A Legacy of Whining, The Last Picture Show",
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),"Masako Nozawa, Kazuyuki Sogabe, Yuko Mita, Takeshi Watabe, Kozo Shioya",Mitsuo Hashimoto,"precognition, alien, based on manga, destruction of planet, genocide","The Faculty, Species, Seven Days War, Final Fantasy: The Spirits Within, Signs",
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),"Masako Nozawa, Mayumi Tanaka, Hiromi Tsuru, Ryou Horikawa, Takeshi Kusao",Yoshihiro Ueda,"android, time travel, dystopia, based on manga, genocide","The Stronghold, Nineteen Eighty-Four, Click, Mad Max Beyond Thunderdome, Renaissance",
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),"Masako Nozawa, Yuko Minaguchi, Shin Aomori",Osamu Kasai,anime,"Seven Days War, Howl's Moving Castle, Paprika, Fireworks, Hello World",
96020,Sidewalls (Medianeras) (2011),"Javier Drolas, Pilar López de Ayala, Inés Efrón, Rafael Ferro, Carla Peterson",Gustavo Taretto,architecture,"Gharana Bullodu, Wally Got Wasted, The Lake House, Clunkers, Inception","AMC+ Amazon Channel, AMC+ Roku Premium Channel, DIRECTV"
96079,Skyfall (2012),"Daniel Craig, Judi Dench, Javier Bardem, Naomie Harris, Ralph Fiennes",Sam Mendes,"spy, secret agent, sociopath, mi6, killer","Confidential Assignment, Spies Like Us, Hot Shots! Part Deux, The Good Son, The Avengers",Netflix
